List1,List2
0.4741640625,0.4741640625
0.595390625,0.595390625
0.595390625,0.57590625
0.59572265625,0.59572265625
0.628671875,0.628671875
0.628671875,0.482205078125
0.628671875,0.543708984375
0.628671875,0.50309375
0.628671875,0.6110625
0.628671875,0.6281484375
0.628671875,0.552048828125
0.6291796875,0.6291796875
0.6291796875,0.54467578125
0.6291796875,0.604033203125
0.6291796875,0.516671875
0.6291796875,0.561228515625
0.6291796875,0.56729296875
0.6291796875,0.597478515625
0.675955078125,0.675955078125
0.675955078125,0.60104296875
0.675955078125,0.617666015625
0.675955078125,0.5741875
0.675955078125,0.61616015625
0.675955078125,0.61528125
0.702275390625,0.702275390625
0.702275390625,0.540642578125
0.702275390625,0.63340625
0.702275390625,0.63966796875
0.702275390625,0.56153125
0.702275390625,0.645884765625
0.702275390625,0.575681640625
0.702275390625,0.612087890625
0.702275390625,0.50616015625
0.702275390625,0.532294921875
0.702275390625,0.662703125
0.702275390625,0.59230859375
0.702275390625,0.53548828125
0.702275390625,0.56459765625
0.702275390625,0.637521484375
0.702275390625,0.600849609375
0.702275390625,0.586767578125
0.702275390625,0.52568359375
0.702275390625,0.69837890625
0.702275390625,0.573603515625
0.702275390625,0.52151171875
0.702275390625,0.61810546875
0.702275390625,0.60969140625
0.702275390625,0.605078125
0.702275390625,0.483708984375
0.702275390625,0.685947265625
0.702275390625,0.576298828125
0.702275390625,0.526765625
0.702275390625,0.51775
0.702275390625,0.5623125
0.702275390625,0.607123046875
0.702275390625,0.64907421875
0.702275390625,0.65975390625
0.702275390625,0.62309375
0.702275390625,0.606765625
0.702275390625,0.61768359375
0.713818359375,0.713818359375
0.713818359375,0.547859375
0.713818359375,0.5510703125
0.713818359375,0.537458984375
0.713818359375,0.4579921875
0.713818359375,0.58174609375
0.713818359375,0.659548828125
0.713818359375,0.62249609375
0.766486328125,0.766486328125
0.766486328125,0.641453125
0.766486328125,0.592123046875
0.766486328125,0.542390625
0.766486328125,0.69223046875
0.766486328125,0.58061328125
0.766486328125,0.566990234375
0.766486328125,0.649578125
0.766486328125,0.59342578125
0.766486328125,0.67213671875
0.766486328125,0.63877734375
0.766486328125,0.5623125
0.766486328125,0.612611328125
0.766486328125,0.669833984375
0.766486328125,0.61498828125
0.766486328125,0.56444140625
0.766486328125,0.6756015625
0.766486328125,0.52151171875
0.766486328125,0.64126953125
0.766486328125,0.479623046875
0.766486328125,0.5741875
0.766486328125,0.60543359375
0.766486328125,0.51316796875
0.766486328125,0.583953125
0.766486328125,0.56459765625
0.766486328125,0.6041875
0.766486328125,0.5741875
0.766486328125,0.583943359375
0.766486328125,0.57647265625
0.766486328125,0.602625
0.766486328125,0.5466875
0.766486328125,0.5791640625
0.766486328125,0.52720703125
0.766486328125,0.66855859375
0.766486328125,0.50309375
0.766486328125,0.566291015625
0.766486328125,0.50616015625
0.766486328125,0.664470703125
0.766486328125,0.603328125
0.766486328125,0.6422109375
0.766486328125,0.61877734375
0.766486328125,0.55658984375
0.766486328125,0.546751953125
0.766486328125,0.49916796875
0.766486328125,0.603748046875
0.766486328125,0.628533203125
0.766486328125,0.50309375
0.766486328125,0.55924609375
0.766486328125,0.49121875
0.766486328125,0.62123828125
0.766486328125,0.659548828125
0.766486328125,0.5611328125
0.766486328125,0.5305859375
0.766486328125,0.43121875
0.766486328125,0.63436328125
0.766486328125,0.590951171875
0.766486328125,0.5741875
0.766486328125,0.593861328125
0.766486328125,0.558943359375
0.766486328125,0.590798828125
0.766486328125,0.645302734375
0.766486328125,0.54075
0.766486328125,0.576765625
0.766486328125,0.56174609375
0.766486328125,0.539833984375
0.766486328125,0.445974609375
0.766486328125,0.523119140625
0.766486328125,0.528513671875
0.766486328125,0.4948671875
0.766486328125,0.641796875
0.766486328125,0.62153125
0.766486328125,0.6791875
0.766486328125,0.54143359375
0.766486328125,0.56729296875
0.766486328125,0.5775859375
0.766486328125,0.60121875
0.766486328125,0.58866015625
0.766486328125,0.593318359375
0.766486328125,0.534447265625
0.766486328125,0.670625
0.766486328125,0.58174609375
0.766486328125,0.623806640625
0.766486328125,0.54053515625
0.766486328125,0.53528125
0.766486328125,0.56467578125
0.766486328125,0.57143359375
0.766486328125,0.614876953125
0.766486328125,0.6223125
0.766486328125,0.482205078125
0.766486328125,0.613025390625
0.766486328125,0.706494140625
0.766486328125,0.57994921875
0.766486328125,0.65154296875
0.766486328125,0.49671484375
0.766486328125,0.676634765625
0.766486328125,0.662939453125
0.766486328125,0.66967578125
0.766486328125,0.517244140625
0.766486328125,0.58330859375
0.766486328125,0.507625
0.766486328125,0.65697265625
0.766486328125,0.5677578125
0.766486328125,0.519939453125
0.766486328125,0.542390625
0.766486328125,0.66244921875
0.766486328125,0.57371875
0.766486328125,0.539021484375
0.766486328125,0.56537890625
0.766486328125,0.607078125
0.766486328125,0.573396484375
0.766486328125,0.639806640625
0.766486328125,0.537083984375
0.766486328125,0.5601015625
0.766486328125,0.455916015625
0.766486328125,0.538060546875
0.766486328125,0.618671875
0.766486328125,0.558939453125
0.766486328125,0.482205078125
0.766486328125,0.660828125
0.766486328125,0.58123046875
0.766486328125,0.62548828125
0.766486328125,0.638123046875
0.766486328125,0.5600546875
0.766486328125,0.5959609375
0.766486328125,0.6032265625
0.766486328125,0.49121875
0.766486328125,0.670625
0.766486328125,0.536302734375
0.766486328125,0.48479296875
0.766486328125,0.643232421875
0.766486328125,0.65323046875
0.766486328125,0.63697265625
